job_level,performance_rating,job_role,age,job_satisfaction,company_size,employee_id,leadership_opportunities,company_reputation,marital_status,overtime,employee_recognition,attrition,education_level,gender,number_of_promotions,years_at_company,innovation_opportunities,work_life_balance,distance_from_home,remote_work,monthly_income,number_of_dependents,age_group,commute_distance,years_per_promotion,loyalty_bucket,income_tier,has_dependents
Entry,Average,Finance,40,High,Small,38163,0,Fair,Divorced,0,Medium,0,Associate Degree,Female,3,29,0,Fair,87,0,11735,3,36-45,Long,7.25,Average Promotion,High Income,Has Dependents
Entry,Average,Media,20,Medium,Small,55188,0,Good,Married,0,High,0,Associate Degree,Male,0,2,0,Excellent,51,0,6453,0,18-25,Medium,2.0,Fast Promotion,Middle Income,No Dependents
Entry,High,Technology,50,High,Medium,43292,0,Good,Divorced,0,Low,1,Associate Degree,Male,1,18,0,Good,67,0,7359,2,46-55,Long,9.0,Average Promotion,Middle Income,Has Dependents
Senior,Average,Healthcare,44,High,Small,72087,0,Excellent,Married,0,High,0,Associate Degree,Male,1,35,0,Fair,19,0,7838,4,36-45,Short,17.5,Stagnant (No Promos),Middle Income,Has Dependents
Entry,Below Average,Technology,20,High,Medium,23689,0,Fair,Single,0,Medium,1,Associate Degree,Female,0,3,0,Poor,62,0,10943,0,18-25,Medium,3.0,Fast Promotion,High Income,No Dependents
Mid,Average,Finance,28,High,Medium,41073,1,Poor,Married,0,Medium,0,Bachelor’s Degree,Male,0,20,0,Good,73,0,10513,1,26-35,Long,20.0,Stagnant (No Promos),High Income,Has Dependents
Mid,High,Healthcare,28,Very High,Large,24229,0,Poor,Single,0,Low,1,PhD,Male,0,6,0,Good,39,0,6669,3,26-35,Medium,6.0,Average Promotion,Middle Income,Has Dependents
Mid,Average,Technology,36,High,Large,26101,0,Good,Single,1,Low,0,Associate Degree,Male,2,17,0,Good,24,0,8309,0,36-45,Short,5.666666666666667,Average Promotion,Middle Income,No Dependents
Entry,Average,Media,40,High,Medium,18495,0,Excellent,Married,0,Medium,1,Bachelor’s Degree,Male,0,4,0,Fair,13,0,6426,1,36-45,Short,4.0,Fast Promotion,Middle Income,Has Dependents
Entry,High,Healthcare,56,High,Medium,70389,0,Fair,Single,0,Medium,1,Master’s Degree,Female,0,46,0,Good,96,0,8423,3,56+,Long,46.0,Stagnant (No Promos),High Income,Has Dependents
Senior,High,Technology,47,Very High,Small,13011,0,Fair,Married,0,Low,0,High School,Male,2,1,0,Good,73,0,8723,1,46-55,Long,0.3333333333333333,Fast Promotion,High Income,Has Dependents
Entry,Average,Healthcare,21,High,Medium,34213,0,Good,Married,0,Very High,0,Bachelor’s Degree,Male,0,13,0,Poor,60,1,9152,0,18-25,Medium,13.0,Stagnant (No Promos),High Income,No Dependents
Senior,High,Technology,18,Very High,Small,1115,0,Fair,Single,1,High,1,High School,Female,0,7,0,Poor,94,1,8546,1,18-25,Long,7.0,Average Promotion,High Income,Has Dependents
Entry,Below Average,Media,22,Very High,Small,68988,0,Good,Married,0,Medium,0,PhD,Female,0,13,0,Excellent,78,1,5797,4,18-25,Long,13.0,Stagnant (No Promos),Low Income,Has Dependents
Mid,Average,Education,52,High,Small,36546,0,Good,Married,0,Low,0,High School,Male,1,19,0,Fair,54,0,3625,2,46-55,Medium,9.5,Average Promotion,Low Income,Has Dependents
Mid,Average,Finance,44,Very High,Medium,12809,0,Fair,Single,0,Medium,1,High School,Male,2,36,0,Fair,72,1,8048,3,36-45,Long,12.0,Average Promotion,Middle Income,Has Dependents
Senior,Average,Education,42,High,Medium,46298,0,Fair,Single,0,High,0,Master’s Degree,Male,1,26,0,Good,89,0,4205,3,36-45,Long,13.0,Stagnant (No Promos),Low Income,Has Dependents
Mid,Average,Education,53,High,Medium,37508,0,Poor,Married,1,Medium,1,Master’s Degree,Male,2,41,0,Fair,91,0,4373,4,46-55,Long,13.666666666666666,Stagnant (No Promos),Low Income,Has Dependents
Senior,Average,Finance,22,High,Medium,51580,0,Fair,Married,0,Medium,0,Associate Degree,Male,1,2,0,Excellent,79,1,6925,2,18-25,Long,1.0,Fast Promotion,Middle Income,Has Dependents
Mid,Low,Healthcare,50,Low,Large,43465,0,Fair,Single,0,High,1,Bachelor’s Degree,Male,0,38,0,Fair,28,0,8299,0,46-55,Short,38.0,Stagnant (No Promos),Middle Income,No Dependents
Mid,Average,Technology,56,Medium,Small,36678,0,Excellent,Single,0,Medium,0,PhD,Female,2,40,0,Good,1,0,11556,2,56+,Short,13.333333333333334,Stagnant (No Promos),High Income,Has Dependents
Senior,High,Media,42,Very High,Small,41684,0,Excellent,Single,1,High,1,High School,Male,1,10,1,Fair,86,0,5820,2,36-45,Long,5.0,Fast Promotion,Low Income,Has Dependents
Entry,Below Average,Technology,18,Low,Medium,70584,0,Good,Single,0,Low,1,Master’s Degree,Male,0,6,0,Fair,1,0,7631,3,18-25,Short,6.0,Average Promotion,Middle Income,Has Dependents
Mid,Average,Media,39,Low,Small,19528,0,Good,Divorced,1,Medium,1,High School,Male,2,3,0,Good,88,0,5891,4,36-45,Long,1.0,Fast Promotion,Low Income,Has Dependents
Mid,Below Average,Finance,22,High,Medium,69121,0,Good,Single,0,Medium,1,High School,Female,3,9,0,Fair,46,0,8376,1,18-25,Medium,2.25,Fast Promotion,Middle Income,Has Dependents
Mid,Average,Media,28,High,Medium,18487,0,Fair,Married,0,Low,1,Associate Degree,Male,0,3,1,Fair,51,0,6185,0,26-35,Medium,3.0,Fast Promotion,Middle Income,No Dependents
Entry,Below Average,Healthcare,47,High,Medium,20960,0,Poor,Divorced,0,High,1,Bachelor’s Degree,Female,2,13,0,Good,25,0,6467,2,46-55,Short,4.333333333333333,Fast Promotion,Middle Income,Has Dependents
Entry,Average,Finance,56,High,Small,4392,0,Good,Married,0,Medium,1,Bachelor’s Degree,Female,1,6,0,Good,65,1,6954,2,56+,Medium,3.0,Fast Promotion,Middle Income,Has Dependents
Mid,Average,Technology,51,Low,Small,6112,0,Fair,Married,1,Low,1,High School,Female,1,33,0,Good,6,0,7647,1,46-55,Short,16.5,Stagnant (No Promos),Middle Income,Has Dependents
Entry,High,Healthcare,55,Medium,Small,40908,0,Good,Married,1,Medium,1,High School,Female,0,43,0,Poor,1,1,7440,0,46-55,Short,43.0,Stagnant (No Promos),Middle Income,No Dependents
Mid,Average,Healthcare,56,Low,Medium,53019,0,Fair,Divorced,0,Low,1,Master’s Degree,Male,0,38,0,Poor,69,0,8883,3,56+,Long,38.0,Stagnant (No Promos),High Income,Has Dependents
Senior,High,Education,24,High,Small,19879,0,Fair,Married,0,Medium,0,High School,Male,0,8,0,Good,76,0,5652,1,18-25,Long,8.0,Average Promotion,Low Income,Has Dependents
Senior,Average,Finance,26,High,Large,63588,0,Poor,Married,0,Low,1,Bachelor’s Degree,Male,0,5,1,Fair,70,0,7376,1,26-35,Long,5.0,Fast Promotion,Middle Income,Has Dependents
Entry,Average,Technology,52,Low,Small,58518,0,Fair,Single,1,Low,0,High School,Male,0,26,0,Good,19,1,7306,3,46-55,Short,26.0,Stagnant (No Promos),Middle Income,Has Dependents
Senior,Below Average,Finance,54,High,Small,62060,0,Good,Married,0,Medium,0,Master’s Degree,Male,0,42,0,Good,75,0,10006,1,46-55,Long,42.0,Stagnant (No Promos),High Income,Has Dependents
Mid,Average,Technology,45,High,Small,1127,0,Good,Divorced,0,Low,0,Bachelor’s Degree,Male,1,6,1,Poor,18,1,11421,4,36-45,Short,3.0,Fast Promotion,High Income,Has Dependents
Mid,Average,Healthcare,20,Low,Medium,59154,0,Good,Single,0,Medium,1,Bachelor’s Degree,Male,0,9,0,Good,86,0,8161,2,18-25,Long,9.0,Average Promotion,Middle Income,Has Dependents
Entry,Average,Education,51,High,Medium,37737,0,Good,Divorced,0,Medium,1,High School,Male,0,10,0,Good,61,0,3755,0,46-55,Medium,10.0,Average Promotion,Low Income,No Dependents
Entry,Average,Media,51,Medium,Small,8386,0,Fair,Married,0,Medium,0,Master’s Degree,Male,1,22,0,Excellent,57,0,5405,3,46-55,Medium,11.0,Average Promotion,Low Income,Has Dependents
Entry,High,Education,59,High,Medium,45849,0,Good,Single,1,Low,1,Master’s Degree,Male,0,32,0,Excellent,48,0,4113,3,56+,Medium,32.0,Stagnant (No Promos),Low Income,Has Dependents
Mid,Average,Media,47,Very High,Small,61853,0,Good,Married,0,Medium,0,High School,Male,0,38,0,Fair,12,1,6008,0,46-55,Short,38.0,Stagnant (No Promos),Low Income,No Dependents
Mid,Average,Media,58,High,Large,37320,0,Poor,Married,0,Medium,0,High School,Male,2,2,0,Fair,19,0,6363,2,56+,Short,0.6666666666666666,Fast Promotion,Middle Income,Has Dependents
Mid,High,Media,40,Medium,Small,29497,0,Good,Single,0,High,0,PhD,Female,0,27,0,Good,35,0,5980,2,36-45,Medium,27.0,Stagnant (No Promos),Low Income,Has Dependents
Mid,Average,Media,45,High,Medium,3777,0,Good,Married,0,Medium,0,High School,Female,0,10,0,Good,99,0,5475,0,36-45,Long,10.0,Average Promotion,Low Income,No Dependents
Entry,Average,Media,38,High,Medium,62193,0,Good,Married,0,High,0,Bachelor’s Degree,Female,2,7,0,Good,53,0,6160,4,36-45,Medium,2.3333333333333335,Fast Promotion,Middle Income,Has Dependents
Entry,Below Average,Media,29,High,Medium,50742,0,Poor,Married,0,Low,1,Bachelor’s Degree,Male,1,9,1,Fair,95,0,6336,3,26-35,Long,4.5,Fast Promotion,Middle Income,Has Dependents
Entry,Average,Media,41,High,Medium,65915,0,Poor,Married,0,High,1,Bachelor’s Degree,Female,0,29,1,Fair,78,0,6243,4,36-45,Long,29.0,Stagnant (No Promos),Middle Income,Has Dependents
Mid,Average,Media,38,Very High,Medium,51389,0,Poor,Married,0,High,0,Bachelor’s Degree,Male,1,14,0,Excellent,12,0,5733,2,36-45,Short,7.0,Average Promotion,Low Income,Has Dependents
Entry,Below Average,Technology,51,High,Small,48390,0,Good,Married,1,High,0,High School,Female,1,16,0,Good,94,0,8988,1,46-55,Long,8.0,Average Promotion,High Income,Has Dependents
Entry,High,Media,38,Very High,Medium,27698,0,Poor,Married,0,Low,1,Associate Degree,Female,1,22,0,Good,95,0,5744,3,36-45,Long,11.0,Average Promotion,Low Income,Has Dependents
Mid,Average,Finance,46,High,Small,35432,0,Good,Single,0,Low,0,Master’s Degree,Female,0,14,0,Excellent,4,1,6555,0,46-55,Short,14.0,Stagnant (No Promos),Middle Income,No Dependents
Mid,Average,Technology,53,Very High,Medium,59888,0,Fair,Divorced,0,Very High,1,Bachelor’s Degree,Male,0,23,0,Good,44,0,7633,2,46-55,Medium,23.0,Stagnant (No Promos),Middle Income,Has Dependents
Senior,Average,Education,41,Very High,Medium,32936,0,Poor,Single,0,Low,0,Bachelor’s Degree,Male,1,26,0,Good,7,0,4724,2,36-45,Short,13.0,Stagnant (No Promos),Low Income,Has Dependents
Entry,High,Technology,28,Medium,Medium,46731,0,Good,Single,0,Very High,1,Associate Degree,Male,2,4,0,Good,9,0,9892,4,26-35,Short,1.3333333333333333,Fast Promotion,High Income,Has Dependents
Entry,Below Average,Technology,34,Low,Small,5437,0,Good,Single,1,Very High,1,Associate Degree,Male,1,6,0,Good,97,1,10220,1,26-35,Long,3.0,Fast Promotion,High Income,Has Dependents
Mid,Average,Education,33,Medium,Medium,38452,0,Good,Married,1,High,1,Bachelor’s Degree,Male,1,12,0,Poor,73,0,2386,0,26-35,Long,6.0,Average Promotion,Low Income,No Dependents
Senior,High,Finance,38,High,Medium,1744,0,Fair,Single,1,Low,0,Associate Degree,Male,2,25,0,Good,29,0,10903,0,36-45,Short,8.333333333333334,Average Promotion,High Income,No Dependents
Entry,Average,Media,52,Very High,Small,13298,0,Poor,Divorced,0,Low,1,Master’s Degree,Male,2,19,0,Fair,68,0,6139,0,46-55,Long,6.333333333333333,Average Promotion,Middle Income,No Dependents
Entry,High,Education,19,High,Medium,62811,0,Good,Single,1,Medium,1,Bachelor’s Degree,Male,2,11,0,Fair,42,0,4410,1,18-25,Medium,3.6666666666666665,Fast Promotion,Low Income,Has Dependents
Mid,Average,Technology,46,High,Medium,21924,0,Fair,Married,0,Very High,0,Associate Degree,Male,0,17,0,Excellent,8,0,6977,0,46-55,Short,17.0,Stagnant (No Promos),Middle Income,No Dependents
Entry,Average,Finance,27,Low,Large,21668,0,Poor,Single,1,Very High,1,Bachelor’s Degree,Female,0,12,0,Fair,32,0,9249,0,26-35,Short,12.0,Average Promotion,High Income,No Dependents
Entry,High,Healthcare,59,Very High,Small,2631,0,Poor,Single,0,Low,1,Associate Degree,Male,0,40,1,Good,46,0,8328,0,56+,Medium,40.0,Stagnant (No Promos),Middle Income,No Dependents
Mid,High,Healthcare,58,Medium,Small,26369,0,Good,Divorced,0,Very High,1,Associate Degree,Female,2,44,0,Fair,38,0,8331,1,56+,Medium,14.666666666666666,Stagnant (No Promos),Middle Income,Has Dependents
Entry,High,Technology,50,Low,Medium,9740,0,Good,Married,0,High,1,High School,Male,0,42,0,Poor,91,0,7639,0,46-55,Long,42.0,Stagnant (No Promos),Middle Income,No Dependents
Mid,Average,Technology,48,Medium,Medium,63053,0,Poor,Single,0,Low,1,High School,Female,3,31,0,Good,72,0,11164,1,46-55,Long,7.75,Average Promotion,High Income,Has Dependents
Entry,Below Average,Technology,57,Medium,Medium,10997,0,Fair,Single,0,Medium,0,Bachelor’s Degree,Male,1,18,0,Fair,84,1,8580,3,56+,Long,9.0,Average Promotion,High Income,Has Dependents
Senior,High,Healthcare,50,High,Medium,48313,0,Good,Single,0,Low,0,High School,Male,0,30,0,Fair,19,0,8113,0,46-55,Short,30.0,Stagnant (No Promos),Middle Income,No Dependents
Mid,Below Average,Healthcare,22,High,Small,32586,0,Excellent,Single,0,Medium,0,Bachelor’s Degree,Male,0,5,0,Good,7,0,9117,4,18-25,Short,5.0,Fast Promotion,High Income,Has Dependents
Entry,Below Average,Technology,28,Medium,Small,48664,0,Good,Married,0,High,1,Associate Degree,Male,0,6,0,Poor,35,0,8571,2,26-35,Medium,6.0,Average Promotion,High Income,Has Dependents
Entry,Average,Finance,19,Low,Medium,40055,0,Good,Married,0,Low,1,Master’s Degree,Female,0,6,1,Good,28,0,9016,1,18-25,Short,6.0,Average Promotion,High Income,Has Dependents
Senior,High,Technology,47,High,Small,33249,0,Good,Divorced,0,High,0,PhD,Female,1,16,0,Good,90,0,9128,3,46-55,Long,8.0,Average Promotion,High Income,Has Dependents
Mid,Average,Technology,33,High,Medium,12148,0,Poor,Married,0,Low,0,PhD,Male,1,19,0,Good,65,0,9380,3,26-35,Medium,9.5,Average Promotion,High Income,Has Dependents
Senior,Average,Technology,31,Very High,Small,25555,0,Good,Single,1,Medium,1,Associate Degree,Female,1,14,0,Good,54,0,8143,0,26-35,Medium,7.0,Average Promotion,Middle Income,No Dependents
Mid,Average,Healthcare,26,Medium,Large,67005,0,Excellent,Single,0,Medium,0,Master’s Degree,Male,4,5,0,Good,6,0,8268,4,26-35,Short,1.0,Fast Promotion,Middle Income,Has Dependents
Entry,Average,Healthcare,51,High,Medium,32739,0,Poor,Single,0,Low,1,High School,Male,1,28,0,Fair,43,0,7345,0,46-55,Medium,14.0,Stagnant (No Promos),Middle Income,No Dependents
Entry,Average,Technology,44,High,Medium,72993,0,Excellent,Married,0,Very High,0,High School,Male,1,34,0,Good,63,1,10286,4,36-45,Medium,17.0,Stagnant (No Promos),High Income,Has Dependents
Mid,Average,Education,30,High,Medium,56992,0,Good,Single,0,Medium,0,High School,Male,0,20,1,Good,63,0,4281,4,26-35,Medium,20.0,Stagnant (No Promos),Low Income,Has Dependents
Mid,Below Average,Finance,55,Very High,Medium,39770,0,Fair,Married,0,Low,1,Master’s Degree,Male,2,8,0,Fair,41,0,12985,4,46-55,Medium,2.6666666666666665,Fast Promotion,High Income,Has Dependents
Senior,Below Average,Media,33,High,Medium,11760,0,Fair,Single,0,Low,1,Bachelor’s Degree,Male,0,16,0,Fair,15,0,5629,1,26-35,Short,16.0,Stagnant (No Promos),Low Income,Has Dependents
Mid,Average,Finance,27,High,Medium,10728,0,Good,Married,0,Very High,0,High School,Male,2,9,0,Good,69,0,9279,1,26-35,Long,3.0,Fast Promotion,High Income,Has Dependents
Entry,Below Average,Technology,49,Medium,Small,56207,0,Good,Married,0,Low,1,Bachelor’s Degree,Female,1,41,0,Fair,13,0,8549,0,46-55,Short,20.5,Stagnant (No Promos),High Income,No Dependents
Entry,Average,Finance,41,High,Large,61041,0,Poor,Divorced,1,High,1,Associate Degree,Male,2,21,0,Good,99,0,7838,3,36-45,Long,7.0,Average Promotion,Middle Income,Has Dependents
Mid,Below Average,Media,27,Very High,Large,44027,0,Poor,Married,0,Low,1,Bachelor’s Degree,Female,1,2,0,Excellent,75,0,5196,1,26-35,Long,1.0,Fast Promotion,Low Income,Has Dependents
Entry,Below Average,Healthcare,22,High,Small,44324,0,Excellent,Single,0,Medium,1,Bachelor’s Degree,Female,1,2,0,Excellent,98,1,8184,6,18-25,Long,1.0,Fast Promotion,Middle Income,Has Dependents
Entry,Average,Education,22,Medium,Medium,30266,0,Fair,Married,1,Very High,0,Master’s Degree,Female,0,8,0,Good,18,1,4522,0,18-25,Short,8.0,Average Promotion,Low Income,No Dependents
Mid,Average,Education,50,Medium,Small,11070,0,Fair,Married,0,Medium,0,Bachelor’s Degree,Male,1,36,0,Good,59,1,4911,4,46-55,Medium,18.0,Stagnant (No Promos),Low Income,Has Dependents
Mid,Low,Finance,20,Low,Medium,73806,1,Good,Single,0,High,1,Bachelor’s Degree,Female,1,8,0,Poor,82,0,8713,0,18-25,Long,4.0,Fast Promotion,High Income,No Dependents
Mid,Average,Healthcare,36,High,Large,36084,0,Good,Divorced,0,Medium,0,Bachelor’s Degree,Female,0,9,1,Excellent,61,1,9055,4,36-45,Medium,9.0,Average Promotion,High Income,Has Dependents
Entry,Average,Finance,34,Low,Large,10766,0,Good,Married,0,Low,0,Associate Degree,Male,0,10,0,Excellent,76,1,8721,0,26-35,Long,10.0,Average Promotion,High Income,No Dependents
Entry,Average,Media,38,High,Small,69113,0,Poor,Married,1,Low,1,Bachelor’s Degree,Male,3,14,1,Good,76,0,4496,0,36-45,Long,3.5,Fast Promotion,Low Income,No Dependents
Entry,Average,Healthcare,20,High,Small,39930,0,Good,Married,1,Low,1,Associate Degree,Female,1,6,0,Good,54,0,5970,2,18-25,Medium,3.0,Fast Promotion,Low Income,Has Dependents
Entry,Average,Healthcare,42,High,Small,23154,0,Good,Divorced,0,High,0,Master’s Degree,Female,0,6,0,Excellent,4,0,7741,3,36-45,Short,6.0,Average Promotion,Middle Income,Has Dependents
Senior,Average,Technology,48,Medium,Medium,73725,0,Good,Single,0,Medium,0,PhD,Female,1,40,0,Fair,81,0,9533,5,46-55,Long,20.0,Stagnant (No Promos),High Income,Has Dependents
Entry,Below Average,Education,29,Very High,Large,36925,0,Good,Single,1,Medium,1,Associate Degree,Female,0,15,0,Good,76,1,4738,4,26-35,Long,15.0,Stagnant (No Promos),Low Income,Has Dependents
Senior,Below Average,Media,32,High,Medium,11408,0,Good,Married,0,Medium,0,PhD,Female,0,6,0,Good,47,1,5879,2,26-35,Medium,6.0,Average Promotion,Low Income,Has Dependents
Entry,High,Media,26,High,Medium,57096,0,Good,Single,1,High,1,Master’s Degree,Male,2,17,1,Good,85,1,6523,3,26-35,Long,5.666666666666667,Average Promotion,Middle Income,Has Dependents
Mid,Average,Technology,48,High,Medium,41895,0,Poor,Single,0,Medium,0,Bachelor’s Degree,Female,0,15,0,Fair,36,0,6837,0,46-55,Medium,15.0,Stagnant (No Promos),Middle Income,No Dependents
Mid,High,Media,44,Very High,Large,21808,0,Poor,Married,0,Medium,0,Associate Degree,Male,2,31,0,Poor,28,1,6033,0,36-45,Short,10.333333333333334,Average Promotion,Low Income,No Dependents
Mid,High,Finance,59,High,Large,8762,0,Poor,Married,1,High,1,Associate Degree,Female,0,45,0,Good,22,0,8127,1,56+,Short,45.0,Stagnant (No Promos),Middle Income,Has Dependents
Entry,Average,Healthcare,25,High,Medium,49173,0,Good,Single,0,Low,0,Associate Degree,Female,0,17,0,Good,4,0,8611,5,18-25,Short,17.0,Stagnant (No Promos),High Income,Has Dependents
Entry,Average,Education,43,Medium,Medium,31692,0,Excellent,Single,0,Low,0,Associate Degree,Male,0,27,0,Good,48,1,3536,3,36-45,Medium,27.0,Stagnant (No Promos),Low Income,Has Dependents
Mid,Average,Media,25,Low,Medium,68269,0,Poor,Single,0,Medium,1,Master’s Degree,Female,0,10,0,Excellent,50,0,6205,3,18-25,Medium,10.0,Average Promotion,Middle Income,Has Dependents
Senior,Low,Education,55,High,Small,2806,0,Poor,Married,1,Medium,1,High School,Male,0,33,0,Good,63,0,4831,5,46-55,Medium,33.0,Stagnant (No Promos),Low Income,Has Dependents
Entry,Average,Media,18,High,Large,30591,0,Good,Married,0,High,0,Master’s Degree,Female,1,9,0,Excellent,93,0,4764,1,18-25,Long,4.5,Fast Promotion,Low Income,Has Dependents
Mid,Average,Education,59,Very High,Medium,37357,0,Good,Single,0,High,1,Bachelor’s Degree,Male,0,30,0,Poor,50,0,5520,0,56+,Medium,30.0,Stagnant (No Promos),Low Income,No Dependents
Entry,Average,Healthcare,40,High,Large,49333,0,Poor,Divorced,0,Medium,1,Master’s Degree,Female,1,12,0,Fair,18,0,8482,1,36-45,Short,6.0,Average Promotion,High Income,Has Dependents
Entry,Average,Media,22,High,Medium,29892,0,Good,Married,0,Medium,0,Bachelor’s Degree,Female,0,1,0,Good,2,0,6326,4,18-25,Short,1.0,Fast Promotion,Middle Income,Has Dependents
Mid,High,Education,58,High,Small,66517,0,Excellent,Single,0,Medium,1,Bachelor’s Degree,Female,2,17,0,Good,49,0,4952,1,56+,Medium,5.666666666666667,Average Promotion,Low Income,Has Dependents
Entry,Below Average,Healthcare,39,High,Medium,66253,0,Good,Divorced,0,Medium,0,Master’s Degree,Male,4,13,0,Good,82,0,8976,0,36-45,Long,2.6,Fast Promotion,High Income,No Dependents
Entry,Average,Education,40,Very High,Medium,533,0,Good,Single,1,Low,1,Master’s Degree,Male,0,29,0,Poor,68,0,4592,2,36-45,Long,29.0,Stagnant (No Promos),Low Income,Has Dependents
Mid,Average,Media,36,High,Large,17365,0,Good,Married,1,Medium,0,Bachelor’s Degree,Male,1,13,0,Good,87,0,6389,5,36-45,Long,6.5,Average Promotion,Middle Income,Has Dependents
Senior,High,Healthcare,19,Very High,Medium,71666,0,Fair,Divorced,0,Low,0,High School,Male,0,5,0,Poor,57,0,8482,5,18-25,Medium,5.0,Fast Promotion,High Income,Has Dependents
Senior,Average,Technology,20,High,Large,73013,0,Good,Single,0,Low,0,Bachelor’s Degree,Female,1,8,0,Excellent,19,0,7412,0,18-25,Short,4.0,Fast Promotion,Middle Income,No Dependents
